TransID,CustID,TransTotal,TransNumItems,TransDesc
212014,95,33.54,10,Suggest paper quality determine.
212145,169,60.06,8,Own total space radio.
212183,197,48.87,7,Listen second meeting purpose.
212236,12,73.02,15,Pick drop later run.
212244,211,22.46,5,Evidence indicate role instead.
212265,172,79.91,1,Several practice door.
212266,181,91.38,2,Research material administration.
212292,97,12.34,3,Friend relationship.
212313,183,39.57,4,Back everything management.
212374,5,29.93,5,Early important learn.
212410,126,87.51,12,Peace provide staff.
212429,205,69.61,15,Improve become everybody.
212448,86,18.19,5,Charge buy standard.
212511,207,84.84,12,Mouth Congress smile.
212527,195,54.55,6,Detail shoulder effect.
212540,22,64.98,11,Conference goal determine.
212552,7,77.93,2,Difference election question by.
212568,209,41.68,15,Human interest decade.
212594,237,77.74,12,Treat whether into special.
212596,133,23.35,7,Require question center.
212648,31,54.8,12,Get power religious.
212649,156,12.47,6,Trouble tell present artist.
212667,245,18.93,1,Behavior painting production.
212673,190,56.18,13,Somebody language man.
212686,62,89.7,2,Reduce economic class.
212709,164,23.4,8,Military service government.
212712,21,74.12,2,Would theory politics.
212713,6,28.42,2,Down administration.
212748,239,28.31,11,Whether mean mention daughter.
212783,229,34.38,12,Food agency station.
212860,91,37.92,10,Police develop most.
212927,149,82.08,6,Style another clear.
212945,216,48.12,11,Teacher others general.
212948,158,72.32,5,Good foreign behavior mission.
212960,171,52.01,12,Effect reality look.
213094,200,62.54,10,Why their wait city.
213101,103,54.5,2,Grow deep environmental.
213144,47,71.98,14,Usually film officer.
213171,219,88.43,11,Ability actually argue ahead.
213189,227,54.52,15,Suffer game that course.
213212,61,68.02,7,Science possible theory.
213237,193,41.3,13,Hundred central hot.
213242,73,50.96,15,Security face responsibility.
213272,105,88.97,2,Window environment maintain.
213274,88,50.66,13,Protect interest part.
213276,10,72.58,8,Boy receive institution.
213287,230,55.94,6,Wonder more ago here.
213319,107,85.32,8,Debate building cup.
213339,239,18.62,7,Agent environment scene.
213364,170,10.91,15,Employee onto actually.
213380,61,98.64,1,Necessary now movie.
213384,121,53.3,2,Seven enough attention.
213394,187,33.52,8,Have although return.
213444,69,36.97,15,Say citizen mission.
213446,83,10.56,7,Suddenly carry rule.
213461,123,62.82,3,Much indicate morning prepare.
213529,233,59.47,13,Program month traditional other.
213551,198,51.29,11,Hotel usually reason.
213552,215,64.17,11,Art bed almost peace.
213553,130,85.52,8,Tonight several heavy mission.
213564,129,50.63,12,Either first war program.
213576,35,65.11,1,Scene clear national.
213591,142,47.14,11,Newspaper hope attack.
213639,2,79.3,7,It news several management.
213672,85,96.78,4,Sing protect against get.
213677,218,74.19,1,Exist production truth.
213687,193,19.38,4,Deep think campaign.
213691,25,20.41,8,Resource still technology.
213706,14,31.3,6,Because military would.
213714,147,66.21,10,Less take sometimes bit.
213736,153,55.09,13,Involve total simple.
213745,157,32.17,3,Body particularly doctor.
213754,241,67.93,2,Effort writer ahead.
213861,186,28.31,11,Ability order growth.
213887,36,17.19,6,Simply common decide.
213888,146,62.08,10,Force through morning.
213897,168,67.46,13,Especially including collection.
213928,134,90.87,3,Program wear run leg.
213930,135,35.82,3,Tv concern yet about.
213937,77,13.75,14,Work interesting page.
213953,222,28.88,1,According from up production.
213957,238,55.38,7,Citizen thank democratic.
213987,206,55.34,8,Their later century.
213995,188,72.48,8,Development glass loss since.
214007,162,98.63,11,Relationship against president.
214016,41,36.59,8,Floor factor visit quality.
214051,116,65.43,12,Choose sea American.
214053,174,34.02,7,Success single style.
214065,178,48.3,10,Inside ago imagine beyond.
214074,104,99.58,3,Site stop fund describe.
214136,234,35.51,6,Experience very both.
214167,37,45.15,15,Most evening cost leave.
214272,10,76.53,6,Affect month cultural.
214277,12,71.46,12,Reflect face according win.
214304,155,12.96,4,Account resource maybe.
214370,119,74.94,10,Baby plan government risk.
214421,231,20.23,9,Guy their science ahead.
214511,61,42.92,12,Region maintain customer world.
214527,69,42.94,15,Common everyone agent.
214533,208,19.0,6,Unit mouth tax machine.
214581,133,94.42,10,Wind authority house.
214584,229,96.67,3,Training clearly here.
214629,74,77.19,11,Significant star option generation.
214643,180,91.61,10,Subject place hospital office.
214650,127,86.19,1,Try station son scene.
214654,148,93.27,8,Executive part child.
214670,18,99.28,3,Benefit light sport.
214672,84,29.66,1,Yourself but without.
214711,215,27.85,12,Anything reality step.
214713,142,89.39,6,Must difference marriage.
214739,229,32.11,2,Those television public.
214754,242,55.83,10,Vote term treatment.
214757,13,62.75,5,Partner assume important.
214758,237,50.87,10,Interview thank worry.
214759,114,60.61,3,Central newspaper development.
214789,35,27.8,6,Thousand him attorney.
214806,141,24.02,15,Report member trial.
214807,42,64.6,6,Character knowledge never.
214837,214,42.61,8,Player alone section.
214893,50,72.09,2,Until suffer executive.
214896,207,81.79,6,Down skill standard hair.
214907,87,77.7,8,Soldier cut trouble.
214925,16,82.85,2,Way through movement.
214928,16,25.71,5,Collection though various.
214965,45,42.21,10,Some between behind this.
214971,201,37.17,9,Allow sometimes cultural.
214988,1,13.41,7,Join play represent tell.
214993,126,90.26,1,Partner suffer main.
215006,145,52.88,11,Interview professional movie.
215038,229,92.03,7,Environmental success view she.
215044,112,87.57,14,Cultural appear sure.
215067,8,17.77,1,Community race concern.
215093,210,50.65,7,Build over president.
215119,200,32.73,3,Follow anyone would present.
215132,177,92.39,5,Dinner war institution.
215143,15,87.38,3,Moment experience large.
215201,146,47.91,9,Lawyer Congress upon I.
215232,166,60.84,11,Throw example major be.
215266,91,72.49,2,Professional great by.
215372,218,59.06,6,Management down prepare.
215388,226,54.06,11,Light war even several.
215397,138,65.46,8,Party young both here.
215432,139,84.69,9,Describe talk moment.
215441,36,59.46,5,Us about bring bring.
215468,4,75.16,5,Fish simple decision vote.
215480,206,67.26,4,Customer look respond.
215492,131,22.63,2,Final cover compare.
215532,91,33.06,1,Bit pretty environment.
215536,167,73.68,8,Time Congress his blue.
215551,3,16.32,7,Likely person again.
215577,39,87.71,10,President line determine environmental.
215593,40,16.34,1,Gun high training bag.
215613,9,66.27,1,Develop someone develop.
215616,80,48.75,13,Without computer heavy.
215623,201,60.39,12,Nice shoulder tough.
215647,154,42.3,15,Soon party interesting.
215681,37,39.18,2,Participant reach night recognize.
215694,208,32.76,15,Society challenge foot.
215725,76,93.63,8,Clear education first.
215741,178,75.34,2,Recognize themselves.
215743,183,76.62,5,Investment clear trial.
215755,6,49.78,12,Nearly arrive indeed.
215756,205,29.96,9,Off personal several.
215760,249,27.22,13,Prove them smile shoulder.
215791,227,90.68,15,Parent ground third.
215827,33,72.09,1,Kind visit church box.
215837,239,57.2,14,Thought might south.
215858,51,80.49,15,Control many by series.
215862,70,78.87,5,Development son establish.
215891,22,15.26,7,Outside policy work.
215922,202,45.25,8,Thought arm article.
215960,131,97.2,14,Organization standard.
215986,241,74.75,1,Quality scientist plant woman.
216057,99,75.88,9,Create fight behavior.
216063,92,22.31,9,Such discussion vote.
216069,87,41.31,15,Apply Mrs everybody.
216080,219,55.15,11,Relationship reduce.
216094,68,78.07,14,Republican effort should scene.
216147,66,21.66,5,Little thank former drive.
216166,238,29.84,3,Significant fight song.
216208,126,16.65,10,Sign finish project.
216251,194,46.39,10,Back reveal difficult.
216254,74,72.51,15,Technology outside less.
216271,27,83.45,13,Those bring population.
216290,151,65.95,14,Law organization specific.
216309,98,71.84,9,Project suffer decision.
216362,242,27.23,13,Something trouble whether hour.
216389,188,79.0,6,Individual century place.
216405,121,28.65,5,Few stock result former.
216430,20,38.77,2,Adult language family.
216434,49,52.54,10,Game early responsibility.
216530,61,38.04,9,Himself close check.
216547,145,71.73,14,Never simple leader.
216558,120,34.74,14,Administration present education.
216559,160,45.6,11,Pressure kind improve.
216569,115,21.93,15,Account particular I police.
216574,104,72.25,8,Especially prove forget.
216624,214,22.27,11,Our later executive.
216693,92,88.69,11,Result money everyone.
216731,149,20.52,5,Successful scientist nor.
216760,126,46.35,4,Writer trial Mr little.
216768,73,12.91,1,Imagine half travel.
216775,169,58.15,12,Term reveal participant.
216780,182,46.34,9,Sign structure raise.
216792,38,66.17,3,Fish off series summer.
216800,190,36.21,5,Particularly design.
216805,232,94.7,9,Professor interesting simple.
216855,24,90.96,13,Suggest say heavy century.
216889,87,14.0,7,Return employee truth.
216892,96,18.19,8,East still book thus.
216896,62,19.63,10,Appear a collection.
216905,124,93.72,6,Young account hundred nation.
216923,40,20.54,8,Goal future herself.
216961,214,75.82,13,Film authority again.
217009,208,14.85,15,Collection think nice.
217033,100,55.62,4,Central others admit.
217048,197,92.3,12,Step foot traditional.
217055,211,39.3,8,Society call husband.
217084,44,92.44,8,Surface beat people.
217107,168,57.43,13,Whom statement wind.
217121,211,46.02,6,One campaign physical protect.
217129,182,85.3,5,Business them store.
217137,226,79.39,14,Miss response large.
217168,33,94.19,7,Possible commercial task.
217233,39,79.43,8,Certain three nature.
217271,5,36.15,9,Serve man task company.
217310,100,47.45,8,Benefit season mean.
217316,23,96.86,4,Piece this responsibility.
217318,85,12.57,11,International measure.
217323,155,74.29,13,Worker language hotel.
217326,179,90.26,11,Especially through officer.
217377,70,91.25,14,Similar item including nation.
217405,219,94.44,13,Successful there sign.
217439,48,67.23,6,Push three turn between.
217440,154,84.84,1,Nature marriage analysis.
217463,166,14.78,14,Understand perform box.
217465,144,53.58,14,Several field however.
217569,7,48.15,8,How onto teach right.
217582,96,78.04,13,Actually one wonder could.
217584,65,95.07,9,Office material sit.
217601,76,53.07,11,Government art least.
217617,6,37.0,6,Night especially believe.
217639,126,92.66,9,Trade along administration.
217715,134,42.55,13,During picture pressure.
217754,0,51.06,5,Probably require player.
217760,234,87.35,10,Drug young available.
217782,120,71.89,8,Million ever expect apply.
217783,118,51.9,5,Address instead local.
217797,73,64.36,1,Usually security later.
217813,86,66.46,12,Mind character continue.
217820,65,97.88,15,Religious watch five.
217827,33,29.02,13,Write media player suffer.
217845,78,73.76,15,Design start perhaps.
217863,216,66.63,9,Clearly south window.
217883,112,67.18,14,Relationship participant.
217943,236,94.04,12,North continue yourself half.
217966,192,72.55,15,Past which together.
217972,120,29.9,11,Bring actually certainly.
218003,21,74.69,2,Painting much future.
218030,24,97.3,11,Place spring always.
218046,237,59.21,7,Institution majority.
218090,79,67.0,14,Thank stock despite.
218119,124,36.18,2,Customer peace interest.
218189,71,61.55,6,Accept notice bad science.
218248,184,50.19,9,Child may quality assume.
218260,32,78.79,4,Off after citizen Democrat.
218270,20,30.86,2,News song particularly.
218287,79,50.03,13,Parent Congress know.
218435,210,18.42,11,Republican official.
218581,38,58.27,7,Defense but condition national.
218626,0,21.18,6,Available design case.
218627,221,27.66,14,Practice expert use.
218661,73,98.61,4,Process officer ball.
218667,246,47.81,8,Finally imagine capital.
218678,62,79.12,11,Exactly into office.
218771,67,27.03,2,Kitchen class already.
218786,191,38.64,15,Free let say pretty.
218787,125,70.41,15,Step young possible news.
218845,151,73.96,6,Soldier PM research.
218873,224,73.72,6,Clear prepare begin.
218876,84,30.87,5,Son member professor bed.
218975,89,51.82,13,Participant sell card everyone.
218978,4,97.9,1,Cultural option for.
219019,99,58.33,10,Special identify bring.
219079,182,40.16,4,Provide discussion artist.
219087,23,36.77,15,Camera reason power one.
219102,57,24.86,9,While indeed opportunity.
219120,99,63.91,14,Fact Republican stuff.
219126,247,10.69,9,Manage explain majority guess.
219130,151,28.56,12,Pick body major speech.
219131,183,41.57,3,End yard leg myself.
219146,155,25.58,12,Old matter foot debate.
219209,193,59.36,15,Service including anyone.
219245,15,90.08,10,Right relationship per.
219262,117,24.62,6,Service address say road.
219282,129,55.2,12,Very region painting last.
219286,52,30.74,6,Score conference attention.
219321,227,57.56,1,Machine treatment Democrat western.
219322,148,74.31,7,Chair growth figure.
219351,129,32.59,3,Activity see member draw.
219363,5,74.71,6,Responsibility audience.
219381,49,62.35,15,Heavy day imagine character.
219510,74,89.79,9,Full value wide then.
219521,137,38.17,7,Image project product down.
219523,50,27.12,5,Simply finally onto.
219551,133,66.81,9,Mention level civil student.
219555,147,17.1,14,View past study treat.
219560,171,96.49,11,Forget speak theory such.
219561,46,55.63,1,Difference phone probably free.
219570,225,47.29,13,Civil why way somebody.
219594,164,96.71,12,Our early industry build.
219605,193,13.19,9,Magazine when research always.
219686,52,25.32,13,Language husband design.
219705,25,63.25,15,Hit generation light blood.
219706,227,61.56,10,Police budget second.
219720,124,42.6,6,Eye investment worry.
219735,204,25.91,7,And policy other responsibility.
219739,43,48.93,2,Available history level.
219793,40,41.27,3,Baby fine fish light.
219797,82,79.33,8,Scientist positive business.
219799,94,25.6,12,Particular rather stock.
219818,212,95.65,7,Explain research health.
